"code_sect_activite","libelle_sect_activite","code_ss_sect_activite","libelle_ss_sect_activite","code_ogr_rome","code_rome","libelle_rome","principal"
"81","Maintenance, entretien et nettoyage","","","417","K2202","Laveur / Laveuse de vitres","oui"
"81","Maintenance, entretien et nettoyage","","","418","K2203","Responsable de site nettoyage de locaux","oui"
"81","Maintenance, entretien et nettoyage","","","419","K2204","Agent / Agente de nettoyage industriel","oui"
"81","Maintenance, entretien et nettoyage","","","488581","K2205","Agent / Agente de propreté de locaux","oui"
"81","Maintenance, entretien et nettoyage","","","424","K2305","Agent / Agente de désinsectisation","oui"
"105","Recherche","","","488328","A1505","Animalier / Animalière de laboratoire","non"
"105","Recherche","","","488282","D1411","Responsable Efficacité Commerciale (SFE)","non"
"105","Recherche","","","404036","E1206","UX - UI Designer","non"
"105","Recherche","","","404537","F1113","Chargé / Chargée d'affaires en rénovation énergétique","non"
"105","Recherche","","","489200","F1123","Glaciologue","non"
"105","Recherche","","","217","H1206","Ingénieur / Ingénieure R&D en industrie","oui"
"105","Recherche","","","221","H1210","Technicien / Technicienne R&D","oui"
"105","Recherche","","","404541","H1211","Attaché / Attachée de recherche clinique (ARC)","oui"
"105","Recherche","","","488271","H1212","Ingénieur / Ingénieure brevet en industrie","oui"
"105","Recherche","","","488291","H1213","Responsable du développement clinique","oui"
"105","Recherche","","","488299","H1214","Agent / Agente de laboratoire de recherche industrielle","oui"
"105","Recherche","","","488303","H1215","Bioinformaticien / Bioinformaticienne en études, recherche et développement","oui"
"105","Recherche","","","488308","H1216","Responsable des études épidémiologiques","oui"
"105","Recherche","","","488313","H1217","Technicien / Technicienne formulation","oui"
"105","Recherche","","","488316","H1218","Responsable de projet recherche et développement","oui"
"105","Recherche","","","488319","H1219","Responsable opérationnel / Responsable opérationnelle des études cliniques","oui"
"105","Recherche","","","488322","H1220","Responsable formulation","oui"
"105","Recherche","","","488335","H1221","Responsable des partenariats de recherche","oui"
"105","Recherche","","","488347","H1222","Responsable médical / Responsable médicale des études cliniques","oui"
"105","Recherche","","","488351","H1223","Coordinateur / Coordinatrice d'études cliniques","oui"
"105","Recherche","","","488566","H1224","Technicien / Technicienne de laboratoire de recherche-développement","oui"
"105","Recherche","","","489219","H1225","Ingénieur / Ingénieure développement nucléaire","oui"
"105","Recherche","","","223","H1302","Responsable Hygiène Sécurité Environnement (HSE) en industrie","non"
"105","Recherche","","","488619","H1306","Ingénieur / Ingénieure sûreté en industrie nucléaire","non"
"105","Recherche","","","404542","H1507","Chargé / Chargée des affaires réglementaires","oui"
"105","Recherche","","","488278","H1508","Assureur / Assureuse qualité industrie","non"
"105","Recherche","","","488284","H1509","Responsable des affaires règlementaires","non"
"105","Recherche","","","488296","H1510","Technicien / Technicienne de laboratoire de contrôle","non"
"105","Recherche","","","488309","H1511","Chargé / Chargée de validation-qualification","non"
"105","Recherche","","","488314","H1513","Responsable de pharmacovigilance","non"
"105","Recherche","","","488330","H1514","Chargé / Chargée de pharmacovigilance","non"
"105","Recherche","","","488336","H1515","Auditeur / Auditrice qualité en industrie","non"
"105","Recherche","","","488341","H1516","Expert / Experte métrologue","non"
"105","Recherche","","","488343","H1517","Responsable de laboratoire de contrôle en industrie pharmaceutique","oui"
"105","Recherche","","","488352","H1519","Responsable éthique-déontologie-conformité","non"
"105","Recherche","","","488318","H2303","Opérateur / Opératrice de fabrication en industrie pharmaceutique","non"
"105","Recherche","","","323","I1502","Scaphandrier / Scaphandrière","oui"
"105","Recherche","","","488298","J1106","Responsable médical / Responsable médicale en région (RMR-MSL)","non"
"105","Recherche","","","426","K2401","Chercheur / Chercheuse en sciences humaines et sociales","oui"
"105","Recherche","","","427","K2402","Ingénieur / Ingénieure de recherche scientifique","oui"
"105","Recherche","","","404547","K2403","Biostatisticien / Biostatisticienne","oui"
"105","Recherche","","","488272","K2404","Chargé / Chargée de recherche","oui"
"105","Recherche","","","488279","K2405","Attaché / Attachée de recherche clinique en milieu hospitalier","oui"
"105","Recherche","","","488570","K2406","Directeur / Directrice de recherche","oui"
"105","Recherche","","","488592","K2407","Climatologue","oui"
"105","Recherche","","","488864","K2408","Mathématicien / Mathématicienne","oui"
"105","Recherche","","","488918","K2409","Astronome","oui"
"105","Recherche","","","489170","K2410","Astrophysicien / Astrophysicienne","oui"
"105","Recherche","","","469","M1403","Chargé / Chargée d'études socio-économiques","oui"
"105","Recherche","","","404047","M1405","Data scientist","oui"
"105","Recherche","","","488300","M1407","Responsable de la veille scientifique et technique","oui"
"105","Recherche","","","488337","M1408","Responsable des études pharmaco-économiques","oui"
"105","Recherche","","","488639","M1409","Ingénieur / Ingénieure économiste en entreprise","oui"
"105","Recherche","","","489213","M1414","Ingénieur statisticien / Ingénieure statisticienne","oui"
"105","Recherche","","","488275","M1709","Chef / Cheffe de gamme","oui"
"105","Recherche","","","488307","M1710","Responsable régional / Responsable régionale des relations scientifiques médicales","non"
"105","Recherche","","","497","M1808","Cartographe","oui"
"105","Recherche","","","498","M1809","Météorologue","oui"
"105","Recherche","","","404048","M1811","Data engineer","oui"
"105","Recherche","","","404049","M1812","Responsable de la Sécurité des Systèmes d'Information (RSSI)","non"
"85","Santé","119","Médical","89","D1203","Agent thermal / Agente thermale","non"
"85","Santé","119","Médical","106","D1405","Conseiller / Conseillère en information médicale","non"
"85","Santé","119","Médical","488290","D1412","Délégué médical hospitalier / Déléguée médicale hospitalière","non"
"85","Santé","119","Médical","488301","D1413","Délégué / Déléguée pharmaceutique","non"
"85","Santé","119","Médical","488288","G1220","Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées","non"
"85","Santé","119","Médical","488321","H1104","Directeur / Directrice des affaires médicales pharmaceutiques","non"
"85","Santé","119","Médical","488339","H1105","Chef de projets santé / Cheffe de projets santé","non"
"85","Santé","119","Médical","488291","H1213","Responsable du développement clinique","non"
"85","Santé","119","Médical","488308","H1216","Responsable des études épidémiologiques","non"
"85","Santé","119","Médical","488316","H1218","Responsable de projet recherche et développement","non"
"85","Santé","119","Médical","488319","H1219","Responsable opérationnel / Responsable opérationnelle des études cliniques","non"
"85","Santé","119","Médical","488322","H1220","Responsable formulation","non"
"85","Santé","119","Médical","488347","H1222","Responsable médical / Responsable médicale des études cliniques","non"
"85","Santé","119","Médical","488351","H1223","Coordinateur / Coordinatrice d'études cliniques","non"
"85","Santé","119","Médical","488566","H1224","Technicien / Technicienne de laboratoire de recherche-développement","non"
"85","Santé","119","Médical","488278","H1508","Assureur / Assureuse qualité industrie","non"
"85","Santé","119","Médical","488284","H1509","Responsable des affaires règlementaires","non"
"85","Santé","119","Médical","488296","H1510","Technicien / Technicienne de laboratoire de contrôle","non"
"85","Santé","119","Médical","488314","H1513","Responsable de pharmacovigilance","non"
"85","Santé","119","Médical","488330","H1514","Chargé / Chargée de pharmacovigilance","non"
"85","Santé","119","Médical","488336","H1515","Auditeur / Auditrice qualité en industrie","non"
"85","Santé","119","Médical","488341","H1516","Expert / Experte métrologue","non"
"85","Santé","119","Médical","488343","H1517","Responsable de laboratoire de contrôle en industrie pharmaceutique","non"
"85","Santé","119","Médical","488352","H1519","Responsable éthique-déontologie-conformité","non"
"85","Santé","119","Médical","246","H2301","Conducteur / Conductrice de ligne en industrie chimique","non"
"85","Santé","119","Médical","488276","H2302","Conducteur / Conductrice de procédé de fabrication","non"
"85","Santé","119","Médical","488318","H2303","Opérateur / Opératrice de fabrication en industrie pharmaceutique","non"
"85","Santé","119","Médical","332","J1101","Médecin du travail et de prévention","non"
"85","Santé","119","Médical","333","J1102","Médecin généraliste","non"
"85","Santé","119","Médical","334","J1103","Dentiste","non"
"85","Santé","119","Médical","335","J1104","Homme sage-femme / Sage-femme","non"
"85","Santé","119","Médical","404041","J1105","Médecin coordonnateur","non"
"85","Santé","119","Médical","488298","J1106","Responsable médical / Responsable médicale en région (RMR-MSL)","non"
"85","Santé","119","Médical","488726","J1107","Médecin scolaire","non"
"85","Santé","119","Médical","488764","J1108","Médecin régulateur","non"
"85","Santé","119","Médical","488880","J1109","Médecin de la Protection Maternelle et Infantile -PMI-","non"
"85","Santé","119","Médical","488916","J1110","Médecin légiste","non"
"85","Santé","119","Médical","489214","J1111","Gynécologue","non"
"85","Santé","119","Médical","336","J1201","Biologiste médical / Biologiste médicale","non"
"85","Santé","119","Médical","337","J1202","Pharmacien / Pharmacienne","non"
"85","Santé","119","Médical","488743","J1204","Directeur / Directrice de laboratoire d'analyses de biologie médicale","non"
"85","Santé","119","Médical","338","J1301","Agent / Agente de service hospitalier (ASH)","non"
"85","Santé","119","Médical","339","J1302","Technicien / Technicienne de laboratoires d'analyses médicales","non"
"85","Santé","119","Médical","340","J1303","Assistant médical / Assistante médicale","non"
"85","Santé","119","Médical","341","J1304","Auxiliaire de puériculture","non"
"85","Santé","119","Médical","342","J1305","Ambulancier / Ambulancière","non"
"85","Santé","119","Médical","343","J1306","Manipulateur / Manipulatrice en radiologie","non"
"85","Santé","119","Médical","344","J1307","Préparateur / Préparatrice en pharmacie","non"
"85","Santé","119","Médical","404042","J1308","Brancardier / Brancardière","non"
"85","Santé","119","Médical","404043","J1309","Agent / Agente de stérilisation de service hospitalier","non"
"85","Santé","119","Médical","345","J1401","Audioprothésiste","non"
"85","Santé","119","Médical","346","J1402","Diététicien / Diététicienne","non"
"85","Santé","119","Médical","347","J1403","Ergothérapeute","non"
"85","Santé","119","Médical","348","J1404","Kinésithérapeute","non"
"85","Santé","119","Médical","350","J1406","Orthophoniste","non"
"85","Santé","119","Médical","351","J1407","Orthoptiste","non"
"85","Santé","119","Médical","352","J1408","Ostéopathe","non"
"85","Santé","119","Médical","353","J1409","Podologue","non"
"85","Santé","119","Médical","354","J1410","Prothésiste dentaire","non"
"85","Santé","119","Médical","355","J1411","Orthoprothésiste","non"
"85","Santé","119","Médical","356","J1412","Psychomotricien / Psychomotricienne","non"
"85","Santé","119","Médical","488767","J1413","Physiothérapeute","non"
"85","Santé","119","Médical","357","J1501","Aide-soignant / Aide-soignante","non"
"85","Santé","119","Médical","358","J1502","Cadre de santé d'unité de soins ou de service paramédical","non"
"85","Santé","119","Médical","359","J1503","Infirmier / Infirmière anesthésiste (IADE)","non"
"85","Santé","119","Médical","360","J1504","Infirmier / Infirmière de bloc opératoire (IBODE)","non"
"85","Santé","119","Médical","361","J1505","Infirmier / Infirmière de prévention","non"
"85","Santé","119","Médical","362","J1506","Infirmier / Infirmière en soins généraux (IDE)","non"
"85","Santé","119","Médical","363","J1507","Infirmier / Infirmière en puériculture","non"
"85","Santé","119","Médical","488289","J1508","Infirmier / Infirmière en Pratique Avancée (IPA)","non"
"85","Santé","119","Médical","488350","J1509","Responsable de secteur coordinateur / Responsable de secteur coordinatrice","non"
"85","Santé","119","Médical","488567","J1510","Infirmier coordinateur / Infirmière coordinatrice (IDEC)","non"
"85","Santé","119","Médical","488872","J1511","Infirmier / Infirmière scolaire","non"
"85","Santé","119","Médical","489197","J1512","Infirmier / Infirmière de santé au travail","non"
"85","Santé","119","Médical","367","K1104","Psychologue","non"
"85","Santé","119","Médical","489075","K1105","Art thérapeute","non"
"85","Santé","119","Médical","380","K1402","Médecin conseil","non"
"85","Santé","119","Médical","488279","K2405","Attaché / Attachée de recherche clinique en milieu hospitalier","non"
"85","Santé","119","Médical","488570","K2406","Directeur / Directrice de recherche","non"
"85","Santé","119","Médical","488337","M1408","Responsable des études pharmaco-économiques","non"
"85","Santé","119","Médical","482","M1609","Secrétaire médical / Secrétaire médicale","non"
"85","Santé","119","Médical","489184","M1617","Médecin responsable de la Documentation et de l'Information Médicale (Médecin responsable -DIM-)","non"
"85","Santé","119","Médical","488274","M1708","Directeur / Directrice de l'accès au marché","non"
"85","Santé","119","Médical","488275","M1709","Chef / Cheffe de gamme","non"
"85","Santé","119","Médical","488307","M1710","Responsable régional / Responsable régionale des relations scientifiques médicales","non"
"85","Santé","119","Médical","488342","M1713","Responsable d'associations de patients","non"
"85","Santé","119","Médical","488569","M1714","Chargé / Chargée de l'information promotionnelle du médicament","non"
"85","Santé","118","Soins animaliers","32","A1501","Auxiliaire vétérinaire","non"
"85","Santé","118","Soins animaliers","33","A1502","Maréchal-ferrant / Maréchale-ferrante","non"
"85","Santé","118","Soins animaliers","34","A1503","Toiletteur / Toiletteuse d'animaux","non"
"85","Santé","118","Soins animaliers","35","A1504","Vétérinaire","non"
"85","Santé","118","Soins animaliers","488328","A1505","Animalier / Animalière de laboratoire","non"
"85","Santé","118","Soins animaliers","488759","A1506","Soigneur animalier / Soigneuse animalière","non"
"85","Santé","118","Soins animaliers","489019","A1507","Ostéopathe animalier / Ostéopathe animalière","non"
"85","Santé","118","Soins animaliers","488594","J1203","Directeur / Directrice de laboratoire d'analyses vétérinaires","non"
"85","Santé","","","32","A1501","Auxiliaire vétérinaire","oui"
"85","Santé","","","33","A1502","Maréchal-ferrant / Maréchale-ferrante","oui"
"85","Santé","","","34","A1503","Toiletteur / Toiletteuse d'animaux","oui"
"85","Santé","","","35","A1504","Vétérinaire","oui"
"85","Santé","","","488328","A1505","Animalier / Animalière de laboratoire","oui"
"85","Santé","","","488759","A1506","Soigneur animalier / Soigneuse animalière","oui"
"85","Santé","","","489019","A1507","Ostéopathe animalier / Ostéopathe animalière","oui"
"85","Santé","","","89","D1203","Agent thermal / Agente thermale","oui"
"85","Santé","","","106","D1405","Conseiller / Conseillère en information médicale","oui"
"85","Santé","","","488290","D1412","Délégué médical hospitalier / Déléguée médicale hospitalière","oui"
"85","Santé","","","488301","D1413","Délégué / Déléguée pharmaceutique","oui"
"85","Santé","","","488288","G1220","Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées","oui"
"85","Santé","","","488321","H1104","Directeur / Directrice des affaires médicales pharmaceutiques","oui"
"85","Santé","","","488339","H1105","Chef de projets santé / Cheffe de projets santé","oui"
"85","Santé","","","488314","H1513","Responsable de pharmacovigilance","oui"
"85","Santé","","","488330","H1514","Chargé / Chargée de pharmacovigilance","oui"
"85","Santé","","","488352","H1519","Responsable éthique-déontologie-conformité","oui"
"85","Santé","","","246","H2301","Conducteur / Conductrice de ligne en industrie chimique","oui"
"85","Santé","","","488318","H2303","Opérateur / Opératrice de fabrication en industrie pharmaceutique","oui"
"85","Santé","","","332","J1101","Médecin du travail et de prévention","oui"
"85","Santé","","","333","J1102","Médecin généraliste","oui"
"85","Santé","","","334","J1103","Dentiste","oui"
"85","Santé","","","335","J1104","Homme sage-femme / Sage-femme","oui"
"85","Santé","","","404041","J1105","Médecin coordonnateur","oui"
"85","Santé","","","488298","J1106","Responsable médical / Responsable médicale en région (RMR-MSL)","oui"
"85","Santé","","","488726","J1107","Médecin scolaire","oui"
"85","Santé","","","488764","J1108","Médecin régulateur","oui"
"85","Santé","","","488880","J1109","Médecin de la Protection Maternelle et Infantile -PMI-","oui"
"85","Santé","","","488916","J1110","Médecin légiste","oui"
"85","Santé","","","489214","J1111","Gynécologue","oui"
"85","Santé","","","336","J1201","Biologiste médical / Biologiste médicale","oui"
"85","Santé","","","337","J1202","Pharmacien / Pharmacienne","oui"
"85","Santé","","","488594","J1203","Directeur / Directrice de laboratoire d'analyses vétérinaires","oui"
"85","Santé","","","488743","J1204","Directeur / Directrice de laboratoire d'analyses de biologie médicale","oui"
"85","Santé","","","338","J1301","Agent / Agente de service hospitalier (ASH)","oui"
"85","Santé","","","339","J1302","Technicien / Technicienne de laboratoires d'analyses médicales","oui"
"85","Santé","","","340","J1303","Assistant médical / Assistante médicale","oui"
"85","Santé","","","341","J1304","Auxiliaire de puériculture","oui"
"85","Santé","","","342","J1305","Ambulancier / Ambulancière","oui"
"85","Santé","","","343","J1306","Manipulateur / Manipulatrice en radiologie","oui"
"85","Santé","","","344","J1307","Préparateur / Préparatrice en pharmacie","oui"
"85","Santé","","","404042","J1308","Brancardier / Brancardière","oui"
"85","Santé","","","404043","J1309","Agent / Agente de stérilisation de service hospitalier","oui"
"85","Santé","","","345","J1401","Audioprothésiste","oui"
"85","Santé","","","346","J1402","Diététicien / Diététicienne","oui"
"85","Santé","","","347","J1403","Ergothérapeute","oui"
"85","Santé","","","348","J1404","Kinésithérapeute","oui"
"85","Santé","","","350","J1406","Orthophoniste","oui"
"85","Santé","","","351","J1407","Orthoptiste","oui"
"85","Santé","","","352","J1408","Ostéopathe","oui"
"85","Santé","","","353","J1409","Podologue","oui"
"85","Santé","","","354","J1410","Prothésiste dentaire","oui"
"85","Santé","","","355","J1411","Orthoprothésiste","oui"
"85","Santé","","","356","J1412","Psychomotricien / Psychomotricienne","oui"
"85","Santé","","","488767","J1413","Physiothérapeute","oui"
"85","Santé","","","357","J1501","Aide-soignant / Aide-soignante","oui"
"85","Santé","","","358","J1502","Cadre de santé d'unité de soins ou de service paramédical","oui"
"85","Santé","","","359","J1503","Infirmier / Infirmière anesthésiste (IADE)","oui"
"85","Santé","","","360","J1504","Infirmier / Infirmière de bloc opératoire (IBODE)","oui"
"85","Santé","","","361","J1505","Infirmier / Infirmière de prévention","oui"
"85","Santé","","","362","J1506","Infirmier / Infirmière en soins généraux (IDE)","oui"
"85","Santé","","","363","J1507","Infirmier / Infirmière en puériculture","oui"
"85","Santé","","","488289","J1508","Infirmier / Infirmière en Pratique Avancée (IPA)","oui"
"85","Santé","","","488350","J1509","Responsable de secteur coordinateur / Responsable de secteur coordinatrice","oui"
"85","Santé","","","488567","J1510","Infirmier coordinateur / Infirmière coordinatrice (IDEC)","oui"
"85","Santé","","","488872","J1511","Infirmier / Infirmière scolaire","oui"
"85","Santé","","","489197","J1512","Infirmier / Infirmière de santé au travail","oui"
"85","Santé","","","367","K1104","Psychologue","oui"
"85","Santé","","","489075","K1105","Art thérapeute","oui"
"85","Santé","","","380","K1402","Médecin conseil","oui"
"85","Santé","","","482","M1609","Secrétaire médical / Secrétaire médicale","oui"
"85","Santé","","","489184","M1617","Médecin responsable de la Documentation et de l'Information Médicale (Médecin responsable -DIM-)","oui"
"85","Santé","","","488274","M1708","Directeur / Directrice de l'accès au marché","oui"
"85","Santé","","","488307","M1710","Responsable régional / Responsable régionale des relations scientifiques médicales","oui"
"85","Santé","","","488342","M1713","Responsable d'associations de patients","oui"
"86","Service à la personne","","","488766","A1426","Éducateur canin / Éducatrice canine","non"
"86","Service à la personne","","","91","D1205","Employé / Employée de pressing","oui"
"86","Service à la personne","","","94","D1208","Esthéticien / Esthéticienne","oui"
"86","Service à la personne","","","488614","D1215","Posticheur / Posticheuse","oui"
"86","Service à la personne","","","488617","D1216","Coiffeur barbier / Coiffeuse barbière","oui"
"86","Service à la personne","","","488784","D1217","Socio-coiffeur / Socio-coiffeuse","oui"
"86","Service à la personne","","","488919","D1218","Formateur coiffeur / Formatrice coiffeuse","non"
"86","Service à la personne","","","489036","D1220","Gérant / Gérante salon de coiffure","oui"
"86","Service à la personne","","","489570","D1222","Masseur / Masseuse bien-être","non"
"86","Service à la personne","","","366","K1103","Coach en développement personnel","oui"
"86","Service à la personne","","","378","K1304","Employé familial / Employée familiale de maison","oui"
"86","Service à la personne","","","489223","K1313","Employé / Employée au pair","non"
"86","Service à la personne","","","431","K2601","Porteur / Porteuse funéraire","oui"
"86","Service à la personne","","","432","K2602","Conseiller / Conseillère funéraire","oui"
"86","Service à la personne","","","433","K2603","Thanatopracteur / Thanatopractrice","oui"
"86","Service à la personne","","","489211","N2207","Agent / Agente d'accompagnement du transport","oui"
"86","Service à la personne","","","524","N4102","Conducteur / Conductrice de transport de particuliers","non"
"86","Service à la personne","","","488591","N4108","Chauffeur accompagnateur / Chauffeuse accompagnatrice de personnes à mobilité réduite","oui"
"86","Service à la personne","","","489201","N4112","Chauffeur / Chauffeuse VTC","non"
"86","Service à la personne","","","488931","N4123","Conducteur livreur installateur / Conductrice livreuse installatrice","non"
"86","Service à la personne","","","489226","N4124","Conducteur / Conductrice de taxi moto","non"
"111","Service public, défense et sécurité","148","Défense","391","K1701","Militaire du rang Combattant / Combattante","non"
"111","Service public, défense et sécurité","148","Défense","393","K1703","Responsable Opérationnel / Opérationnelle de la défense","non"
"111","Service public, défense et sécurité","148","Défense","488708","K1712","Conducteur / Conductrice de véhicule de combat","non"
"111","Service public, défense et sécurité","148","Défense","488712","K1713","Tireur / Tireuse d'engin blindé","non"
"111","Service public, défense et sécurité","148","Défense","488892","K1714","Missilier / Missilière artillerie","non"
"111","Service public, défense et sécurité","148","Défense","488906","K1715","Officier / Officière des forces armées","non"
"111","Service public, défense et sécurité","148","Défense","489034","K1717","Technicien électronicien / Technicienne électronicienne des armées","non"
"111","Service public, défense et sécurité","148","Défense","489053","K1718","Mécanicien / Mécanicienne de systèmes d'armes","non"
"111","Service public, défense et sécurité","148","Défense","489180","K1722","Conducteur / Conductrice d'autorité de l'armée","non"
"111","Service public, défense et sécurité","148","Défense","489039","N2206","Pilote de drone","non"
"111","Service public, défense et sécurité","148","Défense","488611","N4111","Conducteur / Conductrice super poids lourd de l'armée","non"
"111","Service public, défense et sécurité","149","Sécurité","488596","H1305","Vérificateur / Vérificatrice de conformité industrielle","non"
"111","Service public, défense et sécurité","149","Sécurité","392","K1702","Responsable de sécurité civile et de secours","non"
"111","Service public, défense et sécurité","149","Sécurité","394","K1704","Officier / Officière de police","non"
"111","Service public, défense et sécurité","149","Sécurité","395","K1705","Secouriste","non"
"111","Service public, défense et sécurité","149","Sécurité","396","K1706","Agent / Agente de la force publique","non"
"111","Service public, défense et sécurité","149","Sécurité","397","K1707","Policier municipal / Policière municipale","non"
"111","Service public, défense et sécurité","149","Sécurité","488320","K1709","Commissaire de police","non"
"111","Service public, défense et sécurité","149","Sécurité","488345","K1710","Officier de police judiciaire / Officière de police judiciaire","non"
"111","Service public, défense et sécurité","149","Sécurité","488593","K1711","Surveillant pénitentiaire / Surveillante pénitentiaire","non"
"111","Service public, défense et sécurité","149","Sécurité","488907","K1716","Chef / Cheffe de service pénitentiaire","non"
"111","Service public, défense et sécurité","149","Sécurité","489167","K1719","Chef / Cheffe de police municipale","non"
"111","Service public, défense et sécurité","149","Sécurité","489186","K1720","Gardien / Gardienne de compagnie républicaine de sécurité","non"
"111","Service public, défense et sécurité","149","Sécurité","489212","K1721","Technicien / Technicienne en investigation criminelle","non"
"111","Service public, défense et sécurité","149","Sécurité","489180","K1722","Conducteur / Conductrice d'autorité de l'armée","non"
"111","Service public, défense et sécurité","149","Sécurité","429","K2502","Responsable sécurité de site","non"
"111","Service public, défense et sécurité","149","Sécurité","430","K2503","Agent / Agente de prévention et de sécurité","non"
"111","Service public, défense et sécurité","149","Sécurité","404548","K2504","Agent / Agente de sécurité événementielle","non"
"111","Service public, défense et sécurité","149","Sécurité","488622","K2505","Enquêteur privé / Enquêtrice privée","non"
"111","Service public, défense et sécurité","149","Sécurité","488730","K2506","Convoyeur / Convoyeuse de fonds","non"
"111","Service public, défense et sécurité","149","Sécurité","489039","N2206","Pilote de drone","non"
"111","Service public, défense et sécurité","147","Service public","9","A1203","Agent / Agente d'entretien des espaces verts","non"
"111","Service public, défense et sécurité","147","Service public","488734","A1208","Jardinier / Jardinière paysagiste","non"
"111","Service public, défense et sécurité","147","Service public","488859","A1210","Ouvrier forestier / Ouvrière forestière","non"
"111","Service public, défense et sécurité","147","Service public","489058","A1212","Chef / Cheffe d'équipe de travaux forestiers","non"
"111","Service public, défense et sécurité","147","Service public","489160","A1213","Conducteur / Conductrice de travaux forestiers","non"
"111","Service public, défense et sécurité","147","Service public","404537","F1113","Chargé / Chargée d'affaires en rénovation énergétique","non"
"111","Service public, défense et sécurité","147","Service public","488623","F1120","Économiste de la construction","non"
"111","Service public, défense et sécurité","147","Service public","489200","F1123","Glaciologue","non"
"111","Service public, défense et sécurité","147","Service public","488726","J1107","Médecin scolaire","non"
"111","Service public, défense et sécurité","147","Service public","488783","K1210","Éducateur / Éducatrice de la protection judiciaire de la jeunesse","non"
"111","Service public, défense et sécurité","147","Service public","489963","K1212","Ministre du culte","non"
"111","Service public, défense et sécurité","147","Service public","404046","K1308","Agent territorial spécialisé / Agente territoriale spécialisée des écoles maternelles (ATSEM)","non"
"111","Service public, défense et sécurité","147","Service public","379","K1401","Cadre Dirigeant / Dirigeante d'administration centrale","non"
"111","Service public, défense et sécurité","147","Service public","381","K1403","Directeur / Directrice de structure de santé, sociale ou pénitentiaire","non"
"111","Service public, défense et sécurité","147","Service public","382","K1404","Chargé / Chargée de mission développement territorial","non"
"111","Service public, défense et sécurité","147","Service public","383","K1405","Préfet / Préfète","non"
"111","Service public, défense et sécurité","147","Service public","404545","K1406","Secrétaire de mairie","non"
"111","Service public, défense et sécurité","147","Service public","488293","K1407","Directeur / Directrice d'établissement médicosocial","non"
"111","Service public, défense et sécurité","147","Service public","488294","K1408","Responsable de secteur d'aide à domicile","non"
"111","Service public, défense et sécurité","147","Service public","488311","K1409","Responsable de structure sanitaire et sociale","non"
"111","Service public, défense et sécurité","147","Service public","489074","K1410","Directeur régional / Directrice régionale des services pénitentiaires","non"
"111","Service public, défense et sécurité","147","Service public","384","K1501","Agent / Agente de constatation des douanes","non"
"111","Service public, défense et sécurité","147","Service public","385","K1502","Inspecteur / Inspectrice du travail","non"
"111","Service public, défense et sécurité","147","Service public","386","K1503","Contrôleur / Contrôleuse des impôts","non"
"111","Service public, défense et sécurité","147","Service public","387","K1504","Régisseur / Régisseuse de recettes","non"
"111","Service public, défense et sécurité","147","Service public","388","K1505","Inspecteur / Inspectrice des douanes","non"
"111","Service public, défense et sécurité","147","Service public","488295","K1708","Gardien / Gardienne de la paix","non"
"111","Service public, défense et sécurité","147","Service public","489180","K1722","Conducteur / Conductrice d'autorité de l'armée","non"
"111","Service public, défense et sécurité","147","Service public","399","K1802","Chargé / Chargée de développement local","non"
"111","Service public, défense et sécurité","147","Service public","465","M1301","Président Directeur Général / Présidente Directrice Générale -PDG-","non"
"111","Service public, défense et sécurité","147","Service public","475","M1602","Agent administratif / Agente administrative","non"
"111","Service public, défense et sécurité","147","Service public","488768","M1828","Chef de projet / Cheffe de projet (Project Management Officer)","non"
"111","Service public, défense et sécurité","147","Service public","489210","N4117","Conducteur / Conductrice d'attelage","non"
"111","Service public, défense et sécurité","147","Service public","488874","N4119","Conducteur / Conductrice de tramway","non"
"111","Service public, défense et sécurité","","","488596","H1305","Vérificateur / Vérificatrice de conformité industrielle","oui"
"111","Service public, défense et sécurité","","","379","K1401","Cadre Dirigeant / Dirigeante d'administration centrale","oui"
"111","Service public, défense et sécurité","","","381","K1403","Directeur / Directrice de structure de santé, sociale ou pénitentiaire","oui"
"111","Service public, défense et sécurité","","","382","K1404","Chargé / Chargée de mission développement territorial","oui"
"111","Service public, défense et sécurité","","","383","K1405","Préfet / Préfète","oui"
"111","Service public, défense et sécurité","","","404545","K1406","Secrétaire de mairie","oui"
"111","Service public, défense et sécurité","","","488293","K1407","Directeur / Directrice d'établissement médicosocial","oui"
"111","Service public, défense et sécurité","","","488294","K1408","Responsable de secteur d'aide à domicile","oui"
"111","Service public, défense et sécurité","","","488311","K1409","Responsable de structure sanitaire et sociale","oui"
"111","Service public, défense et sécurité","","","489074","K1410","Directeur régional / Directrice régionale des services pénitentiaires","oui"
"111","Service public, défense et sécurité","","","384","K1501","Agent / Agente de constatation des douanes","oui"
"111","Service public, défense et sécurité","","","385","K1502","Inspecteur / Inspectrice du travail","oui"
"111","Service public, défense et sécurité","","","386","K1503","Contrôleur / Contrôleuse des impôts","oui"
"111","Service public, défense et sécurité","","","387","K1504","Régisseur / Régisseuse de recettes","oui"
"111","Service public, défense et sécurité","","","388","K1505","Inspecteur / Inspectrice des douanes","oui"
"111","Service public, défense et sécurité","","","391","K1701","Militaire du rang Combattant / Combattante","oui"
"111","Service public, défense et sécurité","","","392","K1702","Responsable de sécurité civile et de secours","oui"
