"code_secteur_naf","libelle_secteur_naf","code_ogr_rome","code_rome","libelle_rome"
"81","Services relatifs aux batiments et amenagement paysager","322","I1501","Cordiste"
"81","Services relatifs aux batiments et amenagement paysager","324","I1503","Technicien / Technicienne en risques technologiques"
"81","Services relatifs aux batiments et amenagement paysager","488770","I1506","Chef / Cheffe d'équipe cordiste"
"81","Services relatifs aux batiments et amenagement paysager","488866","I1618","Mécanicien / Mécanicienne en matériels motorisés de parcs et jardins"
"81","Services relatifs aux batiments et amenagement paysager","338","J1301","Agent / Agente de service hospitalier (ASH)"
"81","Services relatifs aux batiments et amenagement paysager","378","K1304","Employé familial / Employée familiale de maison"
"81","Services relatifs aux batiments et amenagement paysager","417","K2202","Laveur / Laveuse de vitres"
"81","Services relatifs aux batiments et amenagement paysager","418","K2203","Responsable de site nettoyage de locaux"
"81","Services relatifs aux batiments et amenagement paysager","419","K2204","Agent / Agente de nettoyage industriel"
"81","Services relatifs aux batiments et amenagement paysager","488581","K2205","Agent / Agente de propreté de locaux"
"81","Services relatifs aux batiments et amenagement paysager","421","K2302","Directeur / Directrice collecte des déchets"
"81","Services relatifs aux batiments et amenagement paysager","422","K2303","Ripeur / Ripeuse"
"81","Services relatifs aux batiments et amenagement paysager","424","K2305","Agent / Agente de désinsectisation"
"81","Services relatifs aux batiments et amenagement paysager","488790","K2307","Agent / Agente de propreté urbaine"
"81","Services relatifs aux batiments et amenagement paysager","428","K2501","Gardien / Gardienne"
"81","Services relatifs aux batiments et amenagement paysager","514","N2203","Agent / Agente de piste"
"82","Activites administratives et autres activites de soutien aux entreprises","102","D1401","Assistant commercial / Assistante commerciale"
"82","Activites administratives et autres activites de soutien aux entreprises","121","E1103","Chargé / Chargée des relations publiques"
"82","Activites administratives et autres activites de soutien aux entreprises","125","E1107","Chef / Cheffe de projet événementiel"
"82","Activites administratives et autres activites de soutien aux entreprises","403088","E1109","Directeur / Directrice de la communication"
"82","Activites administratives et autres activites de soutien aux entreprises","138","E1307","Reprographe"
"82","Activites administratives et autres activites de soutien aux entreprises","203","G1701","Concierge d'hôtel"
"82","Activites administratives et autres activites de soutien aux entreprises","489015","H1107","Directeur / Directrice assistance technique"
"82","Activites administratives et autres activites de soutien aux entreprises","489033","I1404","Conseiller / Conseillère support technique informatique"
"82","Activites administratives et autres activites de soutien aux entreprises","429","K2502","Responsable sécurité de site"
"82","Activites administratives et autres activites de soutien aux entreprises","430","K2503","Agent / Agente de prévention et de sécurité"
"82","Activites administratives et autres activites de soutien aux entreprises","460","M1203","Comptable"
"82","Activites administratives et autres activites de soutien aux entreprises","461","M1204","Contrôleur / Contrôleuse de gestion"
"82","Activites administratives et autres activites de soutien aux entreprises","488629","M1208","Responsable contrôle de gestion"
"82","Activites administratives et autres activites de soutien aux entreprises","488936","M1413","Chargé / Chargée de mission RSE - Responsabilité Sociétale de l'Entreprise"
"82","Activites administratives et autres activites de soutien aux entreprises","471","M1501","Assistant / Assistante ressources humaines"
"82","Activites administratives et autres activites de soutien aux entreprises","472","M1502","Chargé / Chargée de recrutement"
"82","Activites administratives et autres activites de soutien aux entreprises","473","M1503","Directeur / Directrice des Ressources Humaines -DRH-"
"82","Activites administratives et autres activites de soutien aux entreprises","488280","M1504","Responsable formation professionnelle en entreprise"
"82","Activites administratives et autres activites de soutien aux entreprises","488324","M1505","Chargé / Chargée de formation en entreprise"
"82","Activites administratives et autres activites de soutien aux entreprises","488608","M1506","Manager de proximité"
"82","Activites administratives et autres activites de soutien aux entreprises","488773","M1507","Gestionnaire paie"
"82","Activites administratives et autres activites de soutien aux entreprises","474","M1601","Chargé / Chargée d'accueil"
"82","Activites administratives et autres activites de soutien aux entreprises","475","M1602","Agent administratif / Agente administrative"
"82","Activites administratives et autres activites de soutien aux entreprises","477","M1604","Assistant / Assistante de direction"
"82","Activites administratives et autres activites de soutien aux entreprises","478","M1605","Secrétaire technique"
"82","Activites administratives et autres activites de soutien aux entreprises","479","M1606","Opérateur / Opératrice de saisie"
"82","Activites administratives et autres activites de soutien aux entreprises","480","M1607","Secrétaire"
"82","Activites administratives et autres activites de soutien aux entreprises","488304","M1610","Intendant / Intendante du sport"
"82","Activites administratives et autres activites de soutien aux entreprises","488787","M1612","Assistant / Assistante de service juridique"
"82","Activites administratives et autres activites de soutien aux entreprises","488885","M1613","Télésecrétaire"
"82","Activites administratives et autres activites de soutien aux entreprises","488927","M1614","Standardiste"
"82","Activites administratives et autres activites de soutien aux entreprises","487","M1705","Responsable marketing"
"82","Activites administratives et autres activites de soutien aux entreprises","489","M1707","Responsable Commercial / Commerciale"
"82","Activites administratives et autres activites de soutien aux entreprises","488738","M1715","Directeur commercial / Directrice commerciale"
"82","Activites administratives et autres activites de soutien aux entreprises","488873","M1716","Responsable marketing digital"
"82","Activites administratives et autres activites de soutien aux entreprises","502","N1103","Préparateur / Préparatrice de commandes"
"84","Administration publique et defense, securite sociale obligatoire","10","A1204","Garde Forestier / Forestière"
"84","Administration publique et defense, securite sociale obligatoire","488755","A1209","Élagueur / Élagueuse"
"84","Administration publique et defense, securite sociale obligatoire","488859","A1210","Ouvrier forestier / Ouvrière forestière"
"84","Administration publique et defense, securite sociale obligatoire","489058","A1212","Chef / Cheffe d'équipe de travaux forestiers"
"84","Administration publique et defense, securite sociale obligatoire","489160","A1213","Conducteur / Conductrice de travaux forestiers"
"84","Administration publique et defense, securite sociale obligatoire","404537","F1113","Chargé / Chargée d'affaires en rénovation énergétique"
"84","Administration publique et defense, securite sociale obligatoire","404538","F1114","Conseiller / Conseillère en rénovation énergétique"
"84","Administration publique et defense, securite sociale obligatoire","488930","I1105","Responsable de maintenance et d'exploitation"
"84","Administration publique et defense, securite sociale obligatoire","309","I1203","Agent / Agente d'entretien du bâtiment"
"84","Administration publique et defense, securite sociale obligatoire","488350","J1509","Responsable de secteur coordinateur / Responsable de secteur coordinatrice"
"84","Administration publique et defense, securite sociale obligatoire","489963","K1212","Ministre du culte"
"84","Administration publique et defense, securite sociale obligatoire","379","K1401","Cadre Dirigeant / Dirigeante d'administration centrale"
"84","Administration publique et defense, securite sociale obligatoire","380","K1402","Médecin conseil"
"84","Administration publique et defense, securite sociale obligatoire","381","K1403","Directeur / Directrice de structure de santé, sociale ou pénitentiaire"
"84","Administration publique et defense, securite sociale obligatoire","382","K1404","Chargé / Chargée de mission développement territorial"
"84","Administration publique et defense, securite sociale obligatoire","383","K1405","Préfet / Préfète"
"84","Administration publique et defense, securite sociale obligatoire","404545","K1406","Secrétaire de mairie"
"84","Administration publique et defense, securite sociale obligatoire","488293","K1407","Directeur / Directrice d'établissement médicosocial"
"84","Administration publique et defense, securite sociale obligatoire","488294","K1408","Responsable de secteur d'aide à domicile"
"84","Administration publique et defense, securite sociale obligatoire","488311","K1409","Responsable de structure sanitaire et sociale"
"84","Administration publique et defense, securite sociale obligatoire","489074","K1410","Directeur régional / Directrice régionale des services pénitentiaires"
"84","Administration publique et defense, securite sociale obligatoire","384","K1501","Agent / Agente de constatation des douanes"
"84","Administration publique et defense, securite sociale obligatoire","385","K1502","Inspecteur / Inspectrice du travail"
"84","Administration publique et defense, securite sociale obligatoire","386","K1503","Contrôleur / Contrôleuse des impôts"
"84","Administration publique et defense, securite sociale obligatoire","387","K1504","Régisseur / Régisseuse de recettes"
"84","Administration publique et defense, securite sociale obligatoire","388","K1505","Inspecteur / Inspectrice des douanes"
"84","Administration publique et defense, securite sociale obligatoire","390","K1602","Conservateur / Conservatrice du patrimoine"
"84","Administration publique et defense, securite sociale obligatoire","391","K1701","Militaire du rang Combattant / Combattante"
"84","Administration publique et defense, securite sociale obligatoire","392","K1702","Responsable de sécurité civile et de secours"
"84","Administration publique et defense, securite sociale obligatoire","393","K1703","Responsable Opérationnel / Opérationnelle de la défense"
"84","Administration publique et defense, securite sociale obligatoire","394","K1704","Officier / Officière de police"
"84","Administration publique et defense, securite sociale obligatoire","395","K1705","Secouriste"
"84","Administration publique et defense, securite sociale obligatoire","396","K1706","Agent / Agente de la force publique"
"84","Administration publique et defense, securite sociale obligatoire","397","K1707","Policier municipal / Policière municipale"
"84","Administration publique et defense, securite sociale obligatoire","488295","K1708","Gardien / Gardienne de la paix"
"84","Administration publique et defense, securite sociale obligatoire","488320","K1709","Commissaire de police"
"84","Administration publique et defense, securite sociale obligatoire","488345","K1710","Officier de police judiciaire / Officière de police judiciaire"
"84","Administration publique et defense, securite sociale obligatoire","488593","K1711","Surveillant pénitentiaire / Surveillante pénitentiaire"
"84","Administration publique et defense, securite sociale obligatoire","488708","K1712","Conducteur / Conductrice de véhicule de combat"
"84","Administration publique et defense, securite sociale obligatoire","488712","K1713","Tireur / Tireuse d'engin blindé"
"84","Administration publique et defense, securite sociale obligatoire","488892","K1714","Missilier / Missilière artillerie"
"84","Administration publique et defense, securite sociale obligatoire","488906","K1715","Officier / Officière des forces armées"
"84","Administration publique et defense, securite sociale obligatoire","488907","K1716","Chef / Cheffe de service pénitentiaire"
"84","Administration publique et defense, securite sociale obligatoire","489034","K1717","Technicien électronicien / Technicienne électronicienne des armées"
"84","Administration publique et defense, securite sociale obligatoire","489053","K1718","Mécanicien / Mécanicienne de systèmes d'armes"
"84","Administration publique et defense, securite sociale obligatoire","489167","K1719","Chef / Cheffe de police municipale"
"84","Administration publique et defense, securite sociale obligatoire","489186","K1720","Gardien / Gardienne de compagnie républicaine de sécurité"
"84","Administration publique et defense, securite sociale obligatoire","489212","K1721","Technicien / Technicienne en investigation criminelle"
"84","Administration publique et defense, securite sociale obligatoire","489180","K1722","Conducteur / Conductrice d'autorité de l'armée"
"84","Administration publique et defense, securite sociale obligatoire","488934","K1723","Conducteur / Conductrice Véhicule Léger de l'armée"
"84","Administration publique et defense, securite sociale obligatoire","399","K1802","Chargé / Chargée de développement local"
"84","Administration publique et defense, securite sociale obligatoire","401","K1902","Clerc de notaire"
"84","Administration publique et defense, securite sociale obligatoire","402","K1903","Juriste"
"84","Administration publique et defense, securite sociale obligatoire","403","K1904","Juge"
"84","Administration publique et defense, securite sociale obligatoire","488574","K1905","Huissier / Huissière de justice"
"84","Administration publique et defense, securite sociale obligatoire","489169","K1908","Responsable de service contentieux et recouvrement"
"84","Administration publique et defense, securite sociale obligatoire","488923","K2117","Inspecteur / Inspectrice de l'Éducation Nationale -IEN-"
"84","Administration publique et defense, securite sociale obligatoire","465","M1301","Président Directeur Général / Présidente Directrice Générale -PDG-"
"84","Administration publique et defense, securite sociale obligatoire","488936","M1413","Chargé / Chargée de mission RSE - Responsabilité Sociétale de l'Entreprise"
"84","Administration publique et defense, securite sociale obligatoire","475","M1602","Agent administratif / Agente administrative"
"84","Administration publique et defense, securite sociale obligatoire","480","M1607","Secrétaire"
"84","Administration publique et defense, securite sociale obligatoire","488787","M1612","Assistant / Assistante de service juridique"
"84","Administration publique et defense, securite sociale obligatoire","496","M1807","Opérateur / Opératrice télécom aux armées"
"84","Administration publique et defense, securite sociale obligatoire","488917","M1840","Directeur / Directrice de projets des territoires connectés"
"84","Administration publique et defense, securite sociale obligatoire","513","N2202","Contrôleur aérien / Contrôleuse aérienne"
"84","Administration publique et defense, securite sociale obligatoire","488611","N4111","Conducteur / Conductrice super poids lourd de l'armée"
"85","Enseignement","488919","D1218","Formateur coiffeur / Formatrice coiffeuse"
"85","Enseignement","488288","G1220","Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées"
"85","Enseignement","404965","G1405","Directeur / Directrice de structure sportive"
"85","Enseignement","309","I1203","Agent / Agente d'entretien du bâtiment"
"85","Enseignement","327","I1603","Mécanicien-réparateur / Mécanicienne-réparatrice en matériels agricoles"
"85","Enseignement","488866","I1618","Mécanicien / Mécanicienne en matériels motorisés de parcs et jardins"
"85","Enseignement","370","K1203","Éducateur technique spécialisé / Éducatrice technique spécialisée"
"85","Enseignement","374","K1207","Éducateur spécialisé / Éducatrice spécialisée"
"85","Enseignement","404046","K1308","Agent territorial spécialisé / Agente territoriale spécialisée des écoles maternelles (ATSEM)"
"85","Enseignement","389","K1601","Documentaliste"
"85","Enseignement","488327","K1603","Bibliothécaire"
"85","Enseignement","398","K1801","Conseiller / Conseillère en insertion professionnelle"
"85","Enseignement","404","K2101","Conseiller / Conseillère en formation"
"85","Enseignement","405","K2102","Responsable pédagogique"
"85","Enseignement","406","K2103","Chef / Cheffe d'établissement"
"85","Enseignement","407","K2104","Surveillant / Surveillante en milieu scolaire"
"85","Enseignement","408","K2105","Professeur / Professeure de musique"
"85","Enseignement","409","K2106","Professeur / Professeure des écoles"
"85","Enseignement","410","K2107","Professeur / Professeure de collège et de lycée"
"85","Enseignement","411","K2108","Professeur / Professeure des universités"
"85","Enseignement","412","K2109","Professeur / Professeure d'enseignement professionnel"
"85","Enseignement","413","K2110","Moniteur / Monitrice d'auto-école"
"85","Enseignement","414","K2111","Formateur / Formatrice"
"85","Enseignement","415","K2112","Conseiller / Conseillère d'orientation"
"85","Enseignement","404546","K2113","Accompagnant / Accompagnante des élèves en situation de handicap (AESH)"
"85","Enseignement","488886","K2115","Conseiller principal / Conseillère principale d'éducation"
"85","Enseignement","488915","K2116","Responsable d'unité d'enseignement de la conduite de véhicule"
"85","Enseignement","488923","K2117","Inspecteur / Inspectrice de l'Éducation Nationale -IEN-"
"85","Enseignement","489031","K2118","Directeur / Directrice d'école primaire"
"85","Enseignement","426","K2401","Chercheur / Chercheuse en sciences humaines et sociales"
"85","Enseignement","427","K2402","Ingénieur / Ingénieure de recherche scientifique"
"85","Enseignement","488864","K2408","Mathématicien / Mathématicienne"
"85","Enseignement","488918","K2409","Astronome"
"85","Enseignement","489170","K2410","Astrophysicien / Astrophysicienne"
"85","Enseignement","469","M1403","Chargé / Chargée d'études socio-économiques"
"85","Enseignement","488287","M1406","Responsable RSE - Responsabilité Sociétale de l'Entreprise"
"86","Activites pour la sante humaine","89","D1203","Agent thermal / Agente thermale"
"86","Activites pour la sante humaine","488784","D1217","Socio-coiffeur / Socio-coiffeuse"
"86","Activites pour la sante humaine","489570","D1222","Masseur / Masseuse bien-être"
"86","Activites pour la sante humaine","106","D1405","Conseiller / Conseillère en information médicale"
"86","Activites pour la sante humaine","488290","D1412","Délégué médical hospitalier / Déléguée médicale hospitalière"
"86","Activites pour la sante humaine","488301","D1413","Délégué / Déléguée pharmaceutique"
"86","Activites pour la sante humaine","488288","G1220","Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées"
"86","Activites pour la sante humaine","489050","G1233","Préparateur mental / Préparatrice mentale du sport"
"86","Activites pour la sante humaine","488321","H1104","Directeur / Directrice des affaires médicales pharmaceutiques"
"86","Activites pour la sante humaine","488339","H1105","Chef de projets santé / Cheffe de projets santé"
"86","Activites pour la sante humaine","488351","H1223","Coordinateur / Coordinatrice d'études cliniques"
"86","Activites pour la sante humaine","489183","H1309","Technicien / Technicienne en radioprotection"
"86","Activites pour la sante humaine","332","J1101","Médecin du travail et de prévention"
"86","Activites pour la sante humaine","333","J1102","Médecin généraliste"
"86","Activites pour la sante humaine","334","J1103","Dentiste"
"86","Activites pour la sante humaine","335","J1104","Homme sage-femme / Sage-femme"
"86","Activites pour la sante humaine","404041","J1105","Médecin coordonnateur"
"86","Activites pour la sante humaine","488298","J1106","Responsable médical / Responsable médicale en région (RMR-MSL)"
"86","Activites pour la sante humaine","488726","J1107","Médecin scolaire"
"86","Activites pour la sante humaine","488764","J1108","Médecin régulateur"
"86","Activites pour la sante humaine","488880","J1109","Médecin de la Protection Maternelle et Infantile -PMI-"
"86","Activites pour la sante humaine","488916","J1110","Médecin légiste"
"86","Activites pour la sante humaine","489214","J1111","Gynécologue"
"86","Activites pour la sante humaine","336","J1201","Biologiste médical / Biologiste médicale"
"86","Activites pour la sante humaine","337","J1202","Pharmacien / Pharmacienne"
"86","Activites pour la sante humaine","488743","J1204","Directeur / Directrice de laboratoire d'analyses de biologie médicale"
"86","Activites pour la sante humaine","338","J1301","Agent / Agente de service hospitalier (ASH)"
"86","Activites pour la sante humaine","339","J1302","Technicien / Technicienne de laboratoires d'analyses médicales"
"86","Activites pour la sante humaine","340","J1303","Assistant médical / Assistante médicale"
"86","Activites pour la sante humaine","341","J1304","Auxiliaire de puériculture"
"86","Activites pour la sante humaine","342","J1305","Ambulancier / Ambulancière"
"86","Activites pour la sante humaine","343","J1306","Manipulateur / Manipulatrice en radiologie"
"86","Activites pour la sante humaine","344","J1307","Préparateur / Préparatrice en pharmacie"
"86","Activites pour la sante humaine","404042","J1308","Brancardier / Brancardière"
"86","Activites pour la sante humaine","404043","J1309","Agent / Agente de stérilisation de service hospitalier"
"86","Activites pour la sante humaine","345","J1401","Audioprothésiste"
"86","Activites pour la sante humaine","346","J1402","Diététicien / Diététicienne"
"86","Activites pour la sante humaine","347","J1403","Ergothérapeute"
"86","Activites pour la sante humaine","348","J1404","Kinésithérapeute"
"86","Activites pour la sante humaine","349","J1405","Opticien / Opticienne"
"86","Activites pour la sante humaine","350","J1406","Orthophoniste"
"86","Activites pour la sante humaine","351","J1407","Orthoptiste"
"86","Activites pour la sante humaine","352","J1408","Ostéopathe"
"86","Activites pour la sante humaine","353","J1409","Podologue"
"86","Activites pour la sante humaine","354","J1410","Prothésiste dentaire"
"86","Activites pour la sante humaine","355","J1411","Orthoprothésiste"
"86","Activites pour la sante humaine","356","J1412","Psychomotricien / Psychomotricienne"
"86","Activites pour la sante humaine","488767","J1413","Physiothérapeute"
"86","Activites pour la sante humaine","357","J1501","Aide-soignant / Aide-soignante"
"86","Activites pour la sante humaine","358","J1502","Cadre de santé d'unité de soins ou de service paramédical"
"86","Activites pour la sante humaine","359","J1503","Infirmier / Infirmière anesthésiste (IADE)"
"86","Activites pour la sante humaine","360","J1504","Infirmier / Infirmière de bloc opératoire (IBODE)"
"86","Activites pour la sante humaine","361","J1505","Infirmier / Infirmière de prévention"
"86","Activites pour la sante humaine","362","J1506","Infirmier / Infirmière en soins généraux (IDE)"
"86","Activites pour la sante humaine","363","J1507","Infirmier / Infirmière en puériculture"
"86","Activites pour la sante humaine","488289","J1508","Infirmier / Infirmière en Pratique Avancée (IPA)"
"86","Activites pour la sante humaine","488350","J1509","Responsable de secteur coordinateur / Responsable de secteur coordinatrice"
"86","Activites pour la sante humaine","488567","J1510","Infirmier coordinateur / Infirmière coordinatrice (IDEC)"
"86","Activites pour la sante humaine","488872","J1511","Infirmier / Infirmière scolaire"
"86","Activites pour la sante humaine","489197","J1512","Infirmier / Infirmière de santé au travail"
"86","Activites pour la sante humaine","366","K1103","Coach en développement personnel"
"86","Activites pour la sante humaine","367","K1104","Psychologue"
"86","Activites pour la sante humaine","489075","K1105","Art thérapeute"
"86","Activites pour la sante humaine","374","K1207","Éducateur spécialisé / Éducatrice spécialisée"
"86","Activites pour la sante humaine","375","K1301","Accompagnateur médicosocial / Accompagnatrice médicosociale"
"86","Activites pour la sante humaine","376","K1302","Assistant / Assistante de vie dépendance"
"86","Activites pour la sante humaine","380","K1402","Médecin conseil"
"86","Activites pour la sante humaine","488293","K1407","Directeur / Directrice d'établissement médicosocial"
"86","Activites pour la sante humaine","427","K2402","Ingénieur / Ingénieure de recherche scientifique"
"86","Activites pour la sante humaine","488272","K2404","Chargé / Chargée de recherche"
"86","Activites pour la sante humaine","488279","K2405","Attaché / Attachée de recherche clinique en milieu hospitalier"
"86","Activites pour la sante humaine","482","M1609","Secrétaire médical / Secrétaire médicale"
"86","Activites pour la sante humaine","489184","M1617","Médecin responsable de la Documentation et de l'Information Médicale (Médecin responsable -DIM-)"
"87","Hebergement medico-social et social","333","J1102","Médecin généraliste"
"87","Hebergement medico-social et social","347","J1403","Ergothérapeute"
"87","Hebergement medico-social et social","351","J1407","Orthoptiste"
"87","Hebergement medico-social et social","356","J1412","Psychomotricien / Psychomotricienne"
"87","Hebergement medico-social et social","358","J1502","Cadre de santé d'unité de soins ou de service paramédical"
"87","Hebergement medico-social et social","361","J1505","Infirmier / Infirmière de prévention"
"87","Hebergement medico-social et social","362","J1506","Infirmier / Infirmière en soins généraux (IDE)"
"87","Hebergement medico-social et social","488289","J1508","Infirmier / Infirmière en Pratique Avancée (IPA)"
"87","Hebergement medico-social et social","488350","J1509","Responsable de secteur coordinateur / Responsable de secteur coordinatrice"
"87","Hebergement medico-social et social","488567","J1510","Infirmier coordinateur / Infirmière coordinatrice (IDEC)"
"87","Hebergement medico-social et social","367","K1104","Psychologue"
"87","Hebergement medico-social et social","488325","K1208","Moniteur éducateur / Monitrice éducatrice"
"87","Hebergement medico-social et social","375","K1301","Accompagnateur médicosocial / Accompagnatrice médicosociale"
"87","Hebergement medico-social et social","28964","K1305","Technicien / Technicienne Intervention Sociale et Familiale (TISF)"
"87","Hebergement medico-social et social","404044","K1306","Auxiliaire de Vie Sociale (AVS)"
"87","Hebergement medico-social et social","404543","K1309","Accueillant familial / Accueillante familiale auprès d'enfants"
"87","Hebergement medico-social et social","488323","K1311","Assistant / Assistante de vie aux familles"
"87","Hebergement medico-social et social","488338","K1312","Accueillant familial / Accueillante familiale thérapeutique auprès d'adultes"
"87","Hebergement medico-social et social","380","K1402","Médecin conseil"
"87","Hebergement medico-social et social","381","K1403","Directeur / Directrice de structure de santé, sociale ou pénitentiaire"
"87","Hebergement medico-social et social","488293","K1407","Directeur / Directrice d'établissement médicosocial"
"87","Hebergement medico-social et social","488294","K1408","Responsable de secteur d'aide à domicile"
"87","Hebergement medico-social et social","488311","K1409","Responsable de structure sanitaire et sociale"
"87","Hebergement medico-social et social","482","M1609","Secrétaire médical / Secrétaire médicale"
"87","Hebergement medico-social et social","488342","M1713","Responsable d'associations de patients"
"88","Action sociale sans hebergement","126","E1108","Traducteur / Traductrice"
"88","Action sociale sans hebergement","183","G1202","Animateur / Animatrice d'activités culturelles et de loisirs"
"88","Action sociale sans hebergement","184","G1203","Animateur / Animatrice auprès des jeunes"
"88","Action sociale sans hebergement","488288","G1220","Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées"
"88","Action sociale sans hebergement","333","J1102","Médecin généraliste"
"88","Action sociale sans hebergement","341","J1304","Auxiliaire de puériculture"
"88","Action sociale sans hebergement","361","J1505","Infirmier / Infirmière de prévention"
"88","Action sociale sans hebergement","363","J1507","Infirmier / Infirmière en puériculture"
"88","Action sociale sans hebergement","488350","J1509","Responsable de secteur coordinateur / Responsable de secteur coordinatrice"
"88","Action sociale sans hebergement","364","K1101","Médiateur familial / Médiatrice familiale"
"88","Action sociale sans hebergement","365","K1102","Mandataire judiciaire à la protection des majeurs"
"88","Action sociale sans hebergement","367","K1104","Psychologue"
"88","Action sociale sans hebergement","368","K1201","Assistant social / Assistante sociale"
"88","Action sociale sans hebergement","369","K1202","Éducateur / Éducatrice de jeunes enfants"
"88","Action sociale sans hebergement","370","K1203","Éducateur technique spécialisé / Éducatrice technique spécialisée"
"88","Action sociale sans hebergement","371","K1204","Médiateur social / Médiatrice sociale"
"88","Action sociale sans hebergement","372","K1205","Agent / Agente d'accueil social"
"88","Action sociale sans hebergement","373","K1206","Animateur socioculturel / Animatrice socioculturelle"
"88","Action sociale sans hebergement","374","K1207","Éducateur spécialisé / Éducatrice spécialisée"
"88","Action sociale sans hebergement","488325","K1208","Moniteur éducateur / Monitrice éducatrice"
"88","Action sociale sans hebergement","488587","K1209","Coordonnateur / Coordonnatrice de projet socioéducatif"
"88","Action sociale sans hebergement","488783","K1210","Éducateur / Éducatrice de la protection judiciaire de la jeunesse"
"88","Action sociale sans hebergement","489059","K1211","Conseiller / Conseillère d'Insertion et de Probation -CIP-"
"88","Action sociale sans hebergement","375","K1301","Accompagnateur médicosocial / Accompagnatrice médicosociale"
"88","Action sociale sans hebergement","376","K1302","Assistant / Assistante de vie dépendance"
"88","Action sociale sans hebergement","377","K1303","Garde d'enfant à domicile"
"88","Action sociale sans hebergement","378","K1304","Employé familial / Employée familiale de maison"
"88","Action sociale sans hebergement","28964","K1305","Technicien / Technicienne Intervention Sociale et Familiale (TISF)"
"88","Action sociale sans hebergement","404044","K1306","Auxiliaire de Vie Sociale (AVS)"
"88","Action sociale sans hebergement","404045","K1307","Animateur / Animatrice petite enfance"
"88","Action sociale sans hebergement","404543","K1309","Accueillant familial / Accueillante familiale auprès d'enfants"
"88","Action sociale sans hebergement","404544","K1310","Assistant maternel agréé / Assistante maternelle agréée"
"88","Action sociale sans hebergement","488323","K1311","Assistant / Assistante de vie aux familles"
"88","Action sociale sans hebergement","489223","K1313","Employé / Employée au pair"
"88","Action sociale sans hebergement","381","K1403","Directeur / Directrice de structure de santé, sociale ou pénitentiaire"
"88","Action sociale sans hebergement","488293","K1407","Directeur / Directrice d'établissement médicosocial"
"88","Action sociale sans hebergement","488294","K1408","Responsable de secteur d'aide à domicile"
"88","Action sociale sans hebergement","488311","K1409","Responsable de structure sanitaire et sociale"
"88","Action sociale sans hebergement","385","K1502","Inspecteur / Inspectrice du travail"
"88","Action sociale sans hebergement","398","K1801","Conseiller / Conseillère en insertion professionnelle"
"88","Action sociale sans hebergement","399","K1802","Chargé / Chargée de développement local"
"88","Action sociale sans hebergement","415","K2112","Conseiller / Conseillère d'orientation"
"88","Action sociale sans hebergement","404546","K2113","Accompagnant / Accompagnante des élèves en situation de handicap (AESH)"
"9","Services de soutien aux industries extractives","156","F1401","Foreur / Foreuse"
"9","Services de soutien aux industries extractives","276","H2804","Pilote de centrale de béton"
"90","Activites creatives, artistiques et de spectacle","36","B1101","Artiste Plasticien / Plasticienne"
"90","Activites creatives, artistiques et de spectacle","37","B1201","Céramiste d'art"
"90","Activites creatives, artistiques et de spectacle","39","B1302","Décorateur / Décoratrice d'objets d'art"
"90","Activites creatives, artistiques et de spectacle","40","B1303","Graveur / Graveuse d'art"
"90","Activites creatives, artistiques et de spectacle","488724","B1304","Artisan démonstrateur / Artisane démonstratrice"
"90","Activites creatives, artistiques et de spectacle","41","B1401","Vannier / Vannière"
"90","Activites creatives, artistiques et de spectacle","489064","B1403","Restaurateur / Restauratrice de livres anciens"
"90","Activites creatives, artistiques et de spectacle","43","B1501","Facteur / Factrice d'instruments de musique"
"90","Activites creatives, artistiques et de spectacle","44","B1601","Métallier / Métallière d'art"
"90","Activites creatives, artistiques et de spectacle","45","B1602","Souffleur / Souffleuse de verre"
"90","Activites creatives, artistiques et de spectacle","46","B1603","Opérateur / Opératrice en orfèvrerie et bijouterie"
"90","Activites creatives, artistiques et de spectacle","47","B1604","Horloger / Horlogère"
"90","Activites creatives, artistiques et de spectacle","404957","B1605","Bijoutier / Bijoutière"
"90","Activites creatives, artistiques et de spectacle","404968","B1606","Joaillier / Joaillière"
"90","Activites creatives, artistiques et de spectacle","404976","B1609","Responsable d'atelier en bijouterie ou joaillerie"
"90","Activites creatives, artistiques et de spectacle","404977","B1610","Sertisseur / Sertisseuse en bijouterie ou joaillerie"
"90","Activites creatives, artistiques et de spectacle","404964","B1612","Concepteur / Conceptrice numérique en bijouterie joaillerie"
"90","Activites creatives, artistiques et de spectacle","488744","B1613","Orfèvre"
"90","Activites creatives, artistiques et de spectacle","489215","B1614","Monteur / Monteuse en orfèvrerie"
"90","Activites creatives, artistiques et de spectacle","490200","B1615","Orfèvre tourneur repousseur / Orfèvre tourneuse repousseuse"
"90","Activites creatives, artistiques et de spectacle","53","B1805","Styliste"
"90","Activites creatives, artistiques et de spectacle","54","B1806","Tapissier / Tapissière d'ameublement"
"90","Activites creatives, artistiques et de spectacle","125","E1107","Chef / Cheffe de projet événementiel"
"90","Activites creatives, artistiques et de spectacle","488867","E1111","Game master jeux online"
"90","Activites creatives, artistiques et de spectacle","130","E1204","Projectionniste"
"90","Activites creatives, artistiques et de spectacle","184","G1203","Animateur / Animatrice auprès des jeunes"
