"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"M1847","3","definition","2","Conçoit et déploie des stratégies de communication adaptées aux objectifs de l''entreprise"
"M1847","3","definition","3","Gère et optimise les réseaux de communication internes et externes"
"M1847","3","definition","4","Assure la maintenance et la sécurité des systèmes de communication"
"M1847","3","definition","5","Analyse les performances des réseaux et propose des améliorations"
"M1847","3","definition","6","Forme les équipes à l''utilisation des nouveaux outils et technologies de communication"
"M1847","3","definition","7","Effectue une veille technologique pour rester à la pointe des innovations en communication et réseaux"
"M1847","4","acces_metier","1","Cet emploi est accessible avec un Master en communication, un Master en réseaux informatiques ou un Diplôme d''ingénieur en télécommunications. Les formations de niveau Bac+5 dans les domaines de la communication et des réseaux informatiques sont pertinentes pour ce poste."
"M1848","3","definition","1","L''Analyste Concepteur / Conceptrice informatique est responsable de l''analyse des besoins des utilisateurs, de la conception de solutions techniques et du développement de systèmes informatiques."
"M1848","3","definition","2","Analyse les besoins du client ou de l''entreprise et élabore les spécifications techniques"
"M1848","3","definition","3","Conçoit et modélise des solutions informatiques adaptées aux besoins identifiés"
"M1848","3","definition","4","Rédige la documentation technique et les manuels d''utilisation"
"M1848","3","definition","5","Assure la maintenance et l''évolution des applications en fonction des retours utilisateurs"
"M1848","3","definition","6","Collabore étroitement avec les équipes de développement pour la mise en œuvre des solutions"
"M1848","3","definition","7","Effectue une veille technologique pour proposer des innovations pertinentes"
"M1848","4","acces_metier","1","Cet emploi est accessible avec une Licence Professionnelle en Développement informatique ou en Conception de logiciels, un Master en Informatique ou un Diplôme d''Ingénieur en Informatique ou en Systèmes d''information."
"M1849","3","definition","1","L''Administrateur(rice) de messagerie joue un rôle crucial dans la gestion et la sécurisation des communications électroniques d''une entreprise."
"M1849","3","definition","2","Gère et administre les systèmes de messagerie pour assurer la fluidité des communications internes et externes"
"M1849","3","definition","3","Assure la sécurité des échanges d''informations par messagerie pour protéger les données contre les accès non autorisés"
"M1849","3","definition","4","Met en place des politiques de sauvegarde et de récupération des données pour prévenir les pertes d''informations"
"M1849","3","definition","5","Réalise des mises à jour régulières des logiciels de messagerie pour garantir leur efficacité et leur sécurité"
"M1849","3","definition","6","Fournit un support technique aux utilisateurs pour résoudre les problèmes liés à la messagerie"
"M1849","3","definition","7","Analyse et optimise les performances des systèmes de messagerie pour améliorer la productivité de l''entreprise"
"M1849","4","acces_metier","1","Cet emploi est accessible avec une Licence Professionnelle en Systèmes informatiques ou un Master en informatique."
"M1850","3","definition","1","Créatif et organisé, vous créez des expériences numériques captivantes et interactives."
"M1850","3","definition","2","Conçoit et développe des interfaces et des expériences utilisateur interactives"
"M1850","3","definition","3","Collabore avec des équipes de développement pour intégrer des solutions multimédias"
"M1850","3","definition","4","Assure la compatibilité des applications sur différents dispositifs et plateformes"
"M1850","3","definition","5","Optimise l''architecture des systèmes pour améliorer les performances et l''expérience utilisateur"
"M1850","3","definition","6","Réalise des tests utilisateurs pour valider et améliorer les projets"
"M1850","3","definition","7","Reste à jour sur les dernières tendances technologiques pour intégrer des innovations pertinentes"
"M1850","4","acces_metier","1","Cet emploi est accessible avec une Licence en informatique, un Master en multimédia ou un Diplôme d''ingénieur en informatique."
"M1851","3","definition","1","L''Analyste décisionnel - Business Intelligence collecte, analyse et interprète les données pour aider les entreprises à prendre des décisions stratégiques."
"M1851","3","definition","2","Analyse les données d''entreprise pour en extraire des informations stratégiques"
"M1851","3","definition","3","Développe des modèles prédictifs pour aider à la prise de décision"
"M1851","3","definition","4","Collabore avec les équipes IT pour intégrer les solutions de Business Intelligence"
"M1851","3","definition","5","Présente les résultats d''analyses aux décideurs pour orienter les stratégies"
"M1851","3","definition","6","Assure la maintenance et l''optimisation des outils de reporting"
"M1851","3","definition","7","Forme les utilisateurs aux outils et techniques de Business Intelligence"
"M1851","4","acces_metier","1","Cet emploi est accessible avec une Licence Professionnelle en Gestion de bases de données ou un Master en Informatique, Statistiques ou Économie."
"M1852","3","definition","1","L''Analyste d''étude informatique joue un rôle clé dans la conception et l''amélioration des systèmes informatiques."
"M1852","3","definition","2","Analyse les besoins des utilisateurs pour développer des spécifications fonctionnelles et techniques"
"M1852","3","definition","3","Conçoit et modélise des solutions informatiques adaptées aux besoins des clients"
"M1852","3","definition","4","Collabore avec les développeurs pour implémenter les solutions informatiques"
"M1852","3","definition","5","Réalise des tests et des validations pour assurer la qualité des systèmes développés"
"M1852","3","definition","6","Documente les processus et les systèmes pour faciliter la maintenance et les mises à jour futures"
"M1852","3","definition","7","Assiste les utilisateurs dans la prise en main des nouvelles applications"
"M1852","4","acces_metier","1","Cet emploi est accessible avec un BTS Services informatiques aux organisations, un DUT Informatique, une Licence Professionnelle en Informatique, un Master en Informatique ou un Diplôme d''Ingénieur en Informatique."
"M1853","3","definition","1","Le / La Chef(fe) de projet étude et développement informatique orchestre la conception de solutions logicielles adaptées aux besoins des clients."
"M1853","3","definition","2","Analyse les besoins du client pour proposer des solutions informatiques sur mesure"
"M1853","3","definition","3","Coordonne les équipes de développement pour garantir la qualité et les délais des livrables"
"M1853","3","definition","4","Supervise la conception technique et le développement des applications"
"M1853","3","definition","5","Assure la communication entre les parties prenantes du projet pour maintenir une vision commune"
"M1853","3","definition","6","Gère le budget et les ressources du projet pour optimiser les coûts et l''efficacité"
"M1853","3","definition","7","Évalue et intègre les nouvelles technologies pour améliorer les processus de développement"
"M1853","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''Ingénieur en Informatique ou un Master en Informatique, en Gestion de projets ou en Systèmes d''information."
"M1854","3","definition","1","L''Administrateur(rice) réseau informatique assure la performance et la sécurité des réseaux d''une organisation."
"M1854","3","definition","2","Gère et maintient les infrastructures réseau et les équipements associés"
"M1854","3","definition","3","Assure la sécurité des réseaux en mettant en place des politiques de sécurité adéquates"
"M1854","3","definition","4","Surveille et optimise les performances du réseau pour garantir une connectivité sans interruption"
"M1854","3","definition","5","Résout les problèmes techniques et assure le support technique aux utilisateurs"
"M1854","3","definition","6","Met à jour régulièrement les systèmes pour assurer la protection contre les menaces de sécurité"
"M1854","3","definition","7","Collabore avec les équipes IT pour planifier et déployer de nouvelles solutions réseau"
"M1854","4","acces_metier","1","Cet emploi est accessible avec une Licence Professionnelle en Systèmes informatiques et logiciels, un Diplôme d''Ingénieur en Informatique ou un Master en Réseaux informatiques."
"M1855","3","definition","1","Le Développeur / La Développeuse web, un(e) architecte du numérique qui façonne les sites internet de demain."
"M1855","3","definition","2","Conçoit et développe des architectures web selon les besoins des clients"
"M1855","3","definition","3","Assure la maintenance et l''optimisation des sites existants"
"M1855","3","definition","4","Intègre des solutions de paiement et des systèmes de gestion de contenu"
"M1855","3","definition","5","Collabore avec des designers pour améliorer l''expérience utilisateur"
"M1855","3","definition","6","Optimise la performance des sites pour les moteurs de recherche"
"M1855","3","definition","7","Développe des applications web responsives adaptées à tous les appareils"
"M1855","4","acces_metier","1","Cet emploi est accessible avec une Licence Professionnelle en Informatique, un Master en Informatique ou un Diplôme d''Ingénieur en Informatique."
"M1856","3","definition","1","Garant de la sécurité informatique, vous avez un rôle central dans la protection des données et des systèmes."
"M1856","3","definition","2","Analyse les risques et vulnérabilités des systèmes d''information"
"M1856","3","definition","3","Met en place des politiques de sécurité et des solutions pour prévenir les attaques"
"M1856","3","definition","4","Réalise des audits de sécurité pour identifier et corriger les failles"
"M1856","3","definition","5","Forme les utilisateurs aux bonnes pratiques de sécurité informatique"
"M1856","3","definition","6","Surveille les réseaux et systèmes pour détecter les activités suspectes"
"M1856","3","definition","7","Collabore avec d''autres experts pour renforcer la sécurité des infrastructures informatiques"
"M1856","4","acces_metier","1","Cet emploi est accessible avec un Master en cybersécurité ou un Diplôme d''ingénieur en sécurité des systèmes d''information. Une certification d''expert en sécurité informatique peut également être pertinente, bien qu''elle ne soit pas obligatoire. Les formations de niveau Bac+5 sont généralement requises."
"M1857","3","definition","1","Architecte des infrastructures numériques de demain, son expertise en planification et optimisation énergétique façonne des environnements technologiques durables et performants."
"M1857","3","definition","2","Est responsable de la planification, de la conception et de l''optimisation des infrastructures de datacenters"
"M1857","3","definition","3","Gère les implantations des équipements informatiques et leur raccordement physique aux réseaux"
"M1857","3","definition","4","Est référent(e) sur l''aménagement des baies informatiques et le choix des technologies afférentes"
"M1857","3","definition","5","Veille à ce que les installations soient efficaces, sécurisées et conformes aux normes environnementales et réglementaires"
"M1857","3","definition","6","Collabore étroitement avec les équipes techniques, les architectes, et les ingénieurs pour répondre aux besoins opérationnels et de performance"
"M1857","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+5 en informatique, réseaux, télécommunications. Une expérience significative en gestion et conception de datacenters peut être demandée. Des certifications en gestion de projet ou en technologies de datacenters peuvent également être des atouts."
"M1858","3","definition","1","Le / La Chef(fe) de projet TMA - Tierce Maintenance Applicative joue un rôle crucial dans la gestion et l''optimisation des systèmes informatiques d''une entreprise."
"M1858","3","definition","2","Supervise et coordonne les activités de maintenance des applications informatiques"
"M1858","3","definition","3","Assure la liaison entre les utilisateurs, les équipes techniques et les prestataires externes"
"M1858","3","definition","4","Analyse les besoins des clients et propose des solutions adaptées pour améliorer les systèmes existants"
"M1858","3","definition","5","Planifie et suit les mises à jour logicielles et les corrections de bugs"
"M1858","3","definition","6","Gère le budget et les ressources allouées aux projets de maintenance"
"M1858","3","definition","7","Veille à la conformité des pratiques de maintenance avec les normes de sécurité et de qualité"
"M1858","4","acces_metier","1","Cet emploi est accessible avec une Licence Professionnelle en Informatique ou un Master en Informatique, Systèmes d''information ou Gestion de Projet."
"M1859","3","definition","1","Le / La Chef(fe) de projet maîtrise d’œuvre informatique orchestre le développement de solutions informatiques adaptées aux besoins des clients."
"M1859","3","definition","2","Définit les besoins du client et élabore le cahier des charges technique"
"M1859","3","definition","3","Coordonne et planifie le projet en collaboration avec les équipes techniques et les clients"
"M1859","3","definition","4","Supervise le développement, l''intégration et la mise en œuvre des solutions informatiques"
"M1859","3","definition","5","Assure le suivi du projet, le respect des délais, du budget et de la qualité des livrables"
"M1859","3","definition","6","Organise et anime des réunions de suivi et de coordination avec les différentes parties prenantes"
"M1859","3","definition","7","Réalise le reporting et la documentation technique nécessaire au projet"
"M1859","4","acces_metier","1","Cet emploi est accessible avec un Master en Informatique ou un Diplôme d''Ingénieur en Informatique."
"M1860","3","definition","1","L''Architecte cloud joue un rôle clé dans la transformation numérique des entreprises, orchestre l''infrastructure des services en ligne."
"M1860","3","definition","2","Conçoit et développe des architectures de cloud computing adaptées aux besoins des entreprises"
"M1860","3","definition","3","Optimise les coûts et la performance des infrastructures cloud"
"M1860","3","definition","4","Assure la sécurité et la conformité des systèmes dans le cloud"
"M1860","3","definition","5","Collabore avec les équipes de développement pour intégrer les solutions cloud"
"M1860","3","definition","6","Gère la migration des applications et des données vers le cloud"
"M1860","3","definition","7","Surveille et analyse l''efficacité des services cloud déployés"
"M1860","4","acces_metier","1","Cet emploi est accessible avec un Master en Informatique ou un Diplôme d''Ingénieur en Systèmes d''information, Cybersécurité ou Cloud computing. Des certifications comme AWS Certified Solutions Architect ou Microsoft Certified: Azure Solutions Architect Expert peuvent être des atouts supplémentaires, bien qu''elles ne soient pas obligatoires."
"M1861","3","definition","1","Le / La Développeur(se) logiciel ou d''application, un(e) architecte du monde numérique, façonne les solutions informatiques de demain."
"M1861","3","definition","2","Conçoit et développe des applications informatiques selon les besoins des utilisateurs"
"M1861","3","definition","3","Rédige le code source en utilisant divers langages de programmation"
"M1861","3","definition","4","Teste et débogue les applications pour garantir leur fiabilité et leur efficacité"
"M1861","3","definition","5","Collabore avec des équipes multidisciplinaires pour intégrer de nouvelles fonctionnalités"
"M1861","3","definition","6","Documente les procédures de développement pour faciliter la maintenance et les mises à jour"
"M1861","3","definition","7","Assure la veille technologique pour rester à la pointe des innovations logicielles"
"M1861","4","acces_metier","1","Cet emploi est accessible avec un BTS Services informatiques aux organisations, un DUT Informatique, une Licence Professionnelle en Développement Web, un Master ou un Diplôme d''Ingénieur en Informatique."
"M1862","3","definition","1","Rôle clé dans la révolution numérique, il/elle doit garantir la performance de nos réseaux de communication, en assurant la gestion de l''exploitation du réseau fibre optique de son périmètre."
"M1862","3","definition","2","Supervise et coordonne des travaux de déploiement de la fibre optique"
"M1862","3","definition","3","Assure la maintenance préventive et corrective des installations et des équipements"
"M1862","3","definition","4","Gère les équipes techniques et veille à la formation continue des collaborateurs"
"M1862","3","definition","5","Contrôle la qualité des installations et la conformité aux normes en vigueur"
"M1862","3","definition","6","Développe des stratégies pour améliorer la performance et la couverture du réseau"
"M1862","3","definition","7","Collabore avec d''autres services et fournisseurs pour garantir l''efficacité du réseau"
"M1862","4","acces_metier","1","Cet emploi est accessible avec des formations de niveau Bac+2 à Bac+5 dans le domaine des réseaux et télécommunications, une Licence Pro pouvant être le bon standard d''entrée."
"M1863","3","definition","1","L''Évaluateur / Évaluatrice sécurité des systèmes et produits informatiques joue un rôle crucial dans la protection des infrastructures numériques."
"M1863","3","definition","2","Analyse et évalue les risques de sécurité des systèmes et produits informatiques"
"M1863","3","definition","3","Réalise des audits de sécurité pour identifier les vulnérabilités et les failles"
"M1863","3","definition","4","Propose des solutions pour renforcer la sécurité et prévenir les attaques informatiques"
"M1863","3","definition","5","Effectue des tests d''intrusion pour évaluer la robustesse des systèmes face aux tentatives d''effraction"
"M1863","3","definition","6","Documente les procédures de sécurité et forme les utilisateurs aux bonnes pratiques de sécurité"
"M1863","3","definition","7","Collabore avec les équipes de développement pour intégrer la sécurité dès la conception des produits"
"M1863","4","acces_metier","1","Cet emploi est accessible avec une Licence Professionnelle en Sécurité des systèmes d''information, un Master en Sécurité informatique ou un Diplôme d''Ingénieur en Informatique spécialité sécurité."
"N1101","3","definition","1","Le Cariste, un acteur clé dans la gestion des flux de marchandises et la logistique qui assure le déplacement de matériaux ou de produits pour une entreprise."
"N1101","3","definition","2","Manœuvre et manipule des chariots élévateurs pour charger et décharger des marchandises"
"N1101","3","definition","3","Assure le stockage et la préparation des commandes dans le respect des procédures de sécurité"
"N1101","3","definition","4","Contrôle la qualité et la quantité des produits réceptionnés et expédiés"
"N1101","3","definition","5","Effectue le suivi des stocks et participe à l''inventaire"
"N1101","3","definition","6","Optimise l''organisation de l''espace de stockage pour faciliter l''accès et la circulation des produits"
"N1101","3","definition","7","Maintient son équipement en bon état et signale toute anomalie technique"
"N1101","4","acces_metier","1","Cet emploi est accessible sans diplôme ou qualification. Un Certificat d''Aptitude à la Conduite En Sécurité (CACES) pour chariots élévateurs, obligatoire pour la conduite de chariots industriels ou une formation complémentaire telle que le Certificat de Formation à la Sécurité (CFS) peut être un atout."
"N1102","3","definition","1","Le déménageur, un professionnel essentiel pour assurer le transfert sécurisé et efficace de biens."
"N1102","3","definition","2","Charge et décharge les biens et meubles dans le véhicule de déménagement"
"N1102","3","definition","3","Emballe et sécurise les objets fragiles et de valeur pour prévenir tout dommage durant le transport"
"N1102","3","definition","4","Organise et optimise l''espace dans le camion pour un transport sûr et efficace"
"N1102","3","definition","5","Assure la manutention des objets lourds avec des équipements adaptés pour prévenir les risques de blessure"
"N1102","3","definition","6","Coordonne avec les clients pour planifier les détails du déménagement et répondre à leurs besoins spécifiques"
"N1102","3","definition","7","Peut conduire des poids lourds et gérer les aspects logistiques du transport sur de longues distances"
"N1102","4","acces_metier","1","Cet emploi est accessible avec un CAP en déménagement ou un BEP en logistique et transport."
"N1103","3","definition","1","Le Préparateur de commandes, un rôle clé dans la chaîne logistique, assure l''efficacité et la précision du conditionnement de produits avant envois."
"N1103","3","definition","2","Réceptionne, vérifie et stocke les produits ou marchandises"
"N1103","3","definition","3","Prépare les commandes des clients selon les procédures de l''entreprise"
"N1103","3","definition","4","Utilise des systèmes informatiques pour le suivi des articles"
"N1103","3","definition","5","Emballe, étiquette et expédie les commandes de manière sécurisée"
"N1103","3","definition","6","Maintient la propreté et l''organisation de l''entrepôt"
"N1103","3","definition","7","Peut utiliser des équipements de manutention pour déplacer les marchandises"
"N1103","4","acces_metier","1","Cet emploi est accessible avec un CAP dans la logistique."
"N1104","3","definition","1","Le Pontier, un acteur clé dans la manoeuvre d''engins de manutentions."
"N1104","3","definition","2","Opère sur des ponts roulants pour déplacer des charges lourdes d''un point à un autre"
"N1104","3","definition","3","Assure la sécurité des opérations de levage en vérifiant l''état des équipements"
"N1104","3","definition","4","Coordonne avec les équipes au sol pour garantir une manœuvre précise et sécurisée"
"N1104","3","definition","5","Effectue des inspections régulières pour maintenir le matériel en bon état"
"N1104","3","definition","6","Peut être amené à former les nouveaux opérateurs aux procédures de sécurité"
"N1104","3","definition","7","Respecte les normes de sécurité et les réglementations en vigueur"
"N1104","4","acces_metier","1","Cet emploi est accessible avec un niveau CAP. Pour exercer le métier de Pontier / Pontière, il faut obtenir des certifications telles que le CACES R484 catégorie 1 pour pont roulant et portique, ainsi que des certifications spécifiques aux ponts roulants (CACES R 318, CACES R 484-1 et CACES R 484-2)."
"N1105","3","definition","1","Le / La Manutentionnaire  assure la manipulation et le déplacement de marchandises avec efficacité et précision."
"N1105","3","definition","2","Charge et décharge des marchandises dans les zones de stockage et les véhicules de transport"
"N1105","3","definition","3","Trie et classe les produits selon les spécifications de l''entrepôt ou du client"
"N1105","3","definition","4","Utilise des équipements de manutention tels que des chariots élévateurs, transpalettes pour déplacer ou stocker des marchandises"
"N1105","3","definition","5","Respecte les normes de sécurité et les procédures opérationnelles pour prévenir les accidents et les dommages aux marchandises"
"N1105","3","definition","6","Participe à l''inventaire des stocks et signale les écarts constatés"
"N1105","3","definition","7","Peut effectuer des tâches de conditionnement et d''emballage des produits avant expédition"
"N1105","4","acces_metier","1","Cet emploi est accessible sans diplôme ou qualification.Un CAP/ BEP en logistique ou manutention peut être un atout."
"N1106","3","definition","1","L''Agent de quai manutentionnaire, un rôle clé dans la logistique et la distribution."
"N1106","3","definition","2","Charge et décharge des marchandises sur le quai de réception ou d''expédition"
"N1106","3","definition","3","Contrôle la conformité des marchandises transportées en termes de quantité et de qualité"
"N1106","3","definition","4","Utilise des engins de manutention non motorisés ou motorisés selon les besoins"
"N1106","3","definition","5","Assure le tri et le rangement des marchandises dans l''entrepôt"
"N1106","3","definition","6","Respecte les consignes de sécurité et les procédures de travail établies"
"N1106","3","definition","7","Peut effectuer des tâches administratives liées à la gestion des stocks et des expéditions"
"N1106","4","acces_metier","1","Cet emploi est accessible avec un CAP en logistique ou un BEP en manutention."
"N1107","3","definition","1","Le Chef d''équipe en déménagement coordonne et optimise les opérations de déménagement."
"N1107","3","definition","2","Organise et supervise les opérations de chargement et de déchargement des biens"
"N1107","3","definition","3","Planifie les itinéraires et les horaires de déménagement"
"N1107","3","definition","4","Assure la gestion de l''équipe de déménageurs et la répartition des tâches"
"N1107","3","definition","5","Contrôle la qualité du service fourni et la satisfaction des clients"
"N1107","3","definition","6","Veille au respect des normes de sécurité et à la prévention des risques"
"N1107","3","definition","7","Gère les imprévus et les situations d''urgence lors des déménagements"
"N1107","4","acces_metier","1","Ce métier est accessible avec un CAP de déménageur professionnel."
"N1108","3","definition","1","Le Conducteur de grue mobile, un rôle clé dans les opérations de levage et de manutention sur les chantiers."
"N1108","3","definition","2","Opère des grues mobiles pour lever, déplacer et positionner des charges lourdes"
"N1108","3","definition","3","Assure la maintenance de premier niveau de la grue et vérifie son bon fonctionnement avant chaque utilisation"
"N1108","3","definition","4","Respecte les normes de sécurité strictes pour prévenir tout accident sur le chantier"
"N1108","3","definition","5","Collabore avec les équipes de chantier pour planifier les opérations de levage"
"N1108","3","definition","6","Adapte les techniques de levage en fonction des spécificités des charges et des conditions du site"
"N1108","3","definition","7","Peut former et superviser d''autres opérateurs de grue moins expérimentés"
"N1108","4","acces_metier","1","Ce métier est accessible avec un BP (Brevet Professionnel) Conducteur d''engins de chantier de travaux publics, complété du CACES Grue (certificat d’aptitude à la conduite en sécurité) qui est obligatoire pour pouvoir exercer."
"N1109","3","definition","1","L''Éclusier-barragiste, un rôle clé dans la gestion des voies navigables et des ressources en eau."
"N1109","3","definition","2","Opère les écluses et les barrages pour réguler le trafic fluvial et le niveau des eaux"
"N1109","3","definition","3","Surveille et entretient les installations pour assurer leur bon fonctionnement et la sécurité"
"N1109","3","definition","4","Contrôle les opérations de passage des bateaux, en coordonnant les montées et descentes des niveaux d''eau"
"N1109","3","definition","5","Réalise des inspections régulières pour prévenir les dysfonctionnements et les risques d''inondation."
"N1109","3","definition","6","Communique avec les bateliers pour les informer des conditions de navigation et des procédures à suivre"
"N1109","3","definition","7","Peut participer à des interventions d''urgence en cas de conditions météorologiques extrêmes ou de pannes"
"N1109","4","acces_metier","1","Ce métier est accessible à partir d''un niveau BEP ou CAP."
"N1110","3","definition","1","Le Magasinier / Magasinière, un rôle clé dans la gestion et l''optimisation des stocks."
"N1110","3","definition","2","Réceptionne, stocke et prépare les produits destinés à être livrés à un client donné conformément aux procédures de l''entreprise"
"N1110","3","definition","3","Contrôle la qualité des produits reçus et expédiés"
"N1110","3","definition","4","Gère l''inventaire et assure le suivi des stocks pour éviter toute rupture ou surstock"
"N1110","3","definition","5","Utilise des systèmes informatiques de gestion de stock pour enregistrer les entrées et sorties"
"N1110","3","definition","6","Assure la maintenance de premier niveau des équipements de magasinage"
"N1110","3","definition","7","Peut conseiller et vendre des produits directement aux clients"
"N1110","4","acces_metier","1","Cet emploi est accessible avec ou sans qualification préalable, mais la possession de CACES (Certificat d''aptitude à la conduite en sécurité) est souvent requise et parfois obligatoire pour la conduite de certains équipements."
"N1111","3","definition","1","Le Conducteur de pont roulant, un rôle clé dans la gestion des opérations de levage et de manutention."
"N1111","3","definition","2","Assure la maintenance de premier niveau des équipements de levage"
"N1111","3","definition","3","Respecte les normes de sécurité strictes pour prévenir tout accident"
"N1111","3","definition","4","Coordonne avec les équipes au sol pour assurer une manutention efficace"
"N1111","3","definition","5","Surveille l''état des charges et signale toute anomalie"
"N1111","3","definition","6","Peut former les nouveaux opérateurs à l''utilisation sécurisée des ponts roulants"
"N1111","4","acces_metier","1","Cet emploi est accessible avec le Certificat d’Aptitude à la Conduite En Sécurité (CACES) R484, qui est obligatoire pour exercer en France."
"N1112","3","definition","1","Le Chef cariste orchestre avec efficacité la gestion des stocks et le déplacement des marchandises."
"N1112","3","definition","2","Supervise et coordonne les opérations de réception, de stockage et d''expédition des marchandises"
"N1112","3","definition","3","Assure la gestion des stocks et l''optimisation de l''espace de stockage"
"N1112","3","definition","4","Contrôle la conformité des marchandises réceptionnées et expédiées"
"N1112","3","definition","5","Gère l''entretien et la maintenance des équipements de manutention"
"N1112","3","definition","6","Forme et encadre les équipes de caristes"
"N1112","3","definition","7","Veille au respect des normes de sécurité et d''hygiène au sein de l''entrepôt"
"N1112","4","acces_metier","1","Cet emploi est accessible avec un Certificat d''aptitude à la conduite en sécurité (CACES), obligatoire pour la conduite de chariots élévateurs."
"N1113","3","definition","1","Le Préparateur au drive, un acteur clé dans la préparation des commandes des clients."
"N1113","3","definition","2","Vérifie les commandes du drive"
"N1113","3","definition","3","Prépare les produits sélectionnés avec précision et rapidité"
"N1113","3","definition","4","Assure le conditionnement et l''organisation optimale des produits pour le retrait"
"N1113","3","definition","5","Gère l''inventaire et signale les écarts de stock"
"N1113","3","definition","6","Optimise les parcours de préparation pour réduire le temps d''attente des clients"
"N1113","3","definition","7","Fournit un service client de qualité lors du retrait des commandes"
"N1113","4","acces_metier","1","Cet emploi est accessible sans qualification préalable."
"N1114","3","definition","1","Le Conducteur d''engins lourds de manutention joue un rôle crucial dans les opérations de manutention et de logistique."
"N1114","3","definition","2","Opère des engins lourds pour déplacer des charges importantes sur divers sites"
"N1114","3","definition","3","Veille au respect des normes de sécurité lors de la conduite et de la manutention des charges"
"N1114","3","definition","4","Effectue des vérifications régulières de l''état des engins pour garantir leur bon fonctionnement"
"N1114","3","definition","5","Coordonne avec les équipes au sol pour assurer une manutention efficace et sécurisée"
"N1114","3","definition","6","Peut participer à la maintenance de premier niveau des engins pour prévenir les pannes"
"N1114","3","definition","7","Assure la gestion des documents de transport et de manutention nécessaires"
"N1114","4","acces_metier","1","Pour devenir Conducteur d''engins lourds de manutention il est obligatoire d''obtenir un Certificat d''aptitude à la conduite en sécurité (CACES) pour engins de chantier."
"N1115","3","definition","1","L''Opérateur logistique en entrepôt joue un rôle crucial dans la gestion et l''optimisation des flux de marchandises."
"N1115","3","definition","2","Réceptionne, stocke et prépare les produits destinés à être livrés à un client donné conformément aux procédures de l''entreprise"
"N1115","3","definition","3","Assure le chargement et le déchargement des marchandises"
"N1115","3","definition","4","Utilise des systèmes informatiques de gestion de stock pour enregistrer les mouvements et maintenir l''inventaire à jour"
"N1115","3","definition","5","Effectue des inventaires réguliers pour garantir l''exactitude des stocks"
"N1115","3","definition","6","Maintient la propreté et l''organisation de l''entrepôt pour assurer un environnement de travail sécurisé"
"N1115","3","definition","7","Peut opérer des équipements de manutention tels que des chariots élévateurs et des transpalettes"
"N1115","4","acces_metier","1","Cet emploi est accessible sans qualifications mais des formations spécifiques comme le CACES peuvent être demandées."
"N1116","3","definition","1","L''Agent de quai réceptionnaire, un rôle clé dans la gestion des flux de marchandises."
"N1116","3","definition","2","Réceptionne les marchandises et vérifie leur conformité avec les documents de transport"
"N1116","3","definition","3","Organise le stockage des produits dans l''entrepôt"
"N1116","3","definition","4","Utilise des systèmes informatiques pour enregistrer les entrées et sorties de stock"
"N1116","3","definition","5","Contrôle la qualité des produits reçus et signale les anomalies"
"N1116","3","definition","6","Prépare les zones de chargement et déchargement pour optimiser les opérations"
"N1116","3","definition","7","Assure la maintenance de premier niveau des équipements de manutention"
"N1116","4","acces_metier","1","Pour devenir Agent de quai réceptionnaire il est recommandé d''obtenir des certifications telles que le Certificat de formation à la sécurité (CFS) et le Certificat d''aptitude à la conduite en sécurité (CACES), qui ne sont pas obligatoires mais régulièrement demandés."
"N1201","3","definition","1","L''Affréteur / Affréteuse est un(e) professionnel(le) clé dans la coordination et l''optimisation des transports."
"N1201","3","definition","2","Organise et planifie les opérations de transport de marchandises"
"N1201","3","definition","3","Négocie et établit les contrats de transport avec les transporteurs"
"N1201","3","definition","4","Assure le suivi des envois et la conformité des documents de transport"
"N1201","3","definition","5","Optimise les coûts et les délais de transport"
"N1201","3","definition","6","Gère les relations avec les clients et les fournisseurs"
"N1201","3","definition","7","Résout les problèmes et les litiges liés au transport"
"N1201","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac pro à Bac+5 dans le secteur du transport et de la logistique."
"N1202","3","definition","1","L''Employé / Employée de transit, expert en logistique internationale, assure la coordination et la gestion des opérations de transport international de marchandises."
"N1202","3","definition","2","Organise et supervise le transport de marchandises entre différents points du globe"
"N1202","3","definition","3","Coordonne avec les différents acteurs du transport maritime, aérien et terrestre"
"N1202","3","definition","4","Assure le respect des réglementations douanières et de sécurité internationales"
"N1202","3","definition","5","Résout les problèmes et les imprévus qui peuvent survenir lors du transit"
"N1202","3","definition","6","Gère la documentation nécessaire pour le transit des marchandises"
"N1202","3","definition","7","Optimise les itinéraires de transport pour garantir une livraison efficace et économique"
"N1202","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac pro à Bac+3 dans le secteur du transport et de la logistique."
"N1203","3","definition","1","Le Technicien en gestion douanière, un professionnel clé pour la régulation des échanges internationaux."
"N1203","3","definition","2","Assure le traitement administratif des opérations de dédouanement"
"N1203","3","definition","3","Contrôle les documents douaniers et assure la conformité des marchandises importées ou exportées"
"N1203","3","definition","4","Calcule les droits et taxes à payer et prépare les déclarations en douane"
"N1203","3","definition","5","Conseille les clients sur la réglementation douanière et les procédures d''import/export"
"N1203","3","definition","6","Peut représenter l''entreprise lors des contrôles douaniers"
